季度,作品名称,上传p数,遮挡,时间,名称,作品ID,p数,开始时间（剪辑）,结束时间（剪辑）,开始时间,结束时间
202601,葬送的芙莉莲 第二季,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,515759,1,03:26:53.300,03:44:08.000,https://www.bilibili.com/video/BV1xgwazXEZj?t=12413.3,https://www.bilibili.com/video/BV1xgwazXEZj?t=13448.0
202601,葬送的芙莉莲 第二季,2,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,515759,1,03:56:43.300,04:05:12.200,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14203.3,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14712.2
202601,能帮我弄干净吗？,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,562430,1,03:28:27.400,03:32:01.500,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12507.4,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12721.5
202601,能帮我弄干净吗？,2,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,562430,1,04:05:29.200,04:12:30.000,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14729.2,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=15150.0
202601,神八小妹不可怕,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,522414,1,01:13:30.500,01:25:35.000,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=4410.5,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=5135.0
202601,神八小妹不可怕,2,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,522414,1,03:56:06.500,03:56:43.300,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14166.5,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=14203.3
202601,神八小妹不可怕,3,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,522414,1,01:37:09.400,01:55:06.100,https://www.bilibili.com/video/BV11kDgBwEWj?t=5829.4,https://www.bilibili.com/video/BV11kDgBwEWj?t=6906.1
202601,相反的你和我,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,525565,1,02:55:17.500,03:18:16.400,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=10517.5,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=11896.4
202601,相反的你和我,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,525565,1,02:37:19.800,03:05:43.000,https://www.bilibili.com/video/BV1xgwazXEZj?t=9439.8,https://www.bilibili.com/video/BV1xgwazXEZj?t=11143.0
202601,相反的你和我,3,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,525565,1,02:08:06.900,02:38:00.700,https://www.bilibili.com/video/BV1EtAKzuEyr?t=7686.9,https://www.bilibili.com/video/BV1EtAKzuEyr?t=9480.7
202601,相反的你和我,4,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,525565,1,02:30:50.400,02:53:52.700,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=9050.4,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=10432.7
202601,相反的你和我,5,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,525565,2,00:36:09.300,01:00:00.800,https://www.bilibili.com/video/BV11kDgBwEWj?t=2169.3&p=2,https://www.bilibili.com/video/BV11kDgBwEWj?t=3600.8&p=2
202601,现在多闻君是哪一面!？,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,498791,1,03:32:19.500,03:38:49.100,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12739.5,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=13129.1
202601,现在多闻君是哪一面!？,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,498791,1,01:43:18.000,01:59:09.400,https://www.bilibili.com/video/BV1xgwazXEZj?t=6198.0,https://www.bilibili.com/video/BV1xgwazXEZj?t=7149.4
202601,现在多闻君是哪一面!？,3,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,498791,1,03:03:49.300,03:08:46.600,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=11029.3,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=11326.6
202601,炎炎消防队 叁之章 第2部分,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,502876,1,02:26:17.400,02:36:50.000,https://www.bilibili.com/video/BV1xgwazXEZj?t=8777.4,https://www.bilibili.com/video/BV1xgwazXEZj?t=9410.0
202601,炎炎消防队 叁之章 第2部分,2,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,502876,2,00:00:00.600,00:13:38.200,https://www.bilibili.com/video/BV11kDgBwEWj?t=0.6&p=2,https://www.bilibili.com/video/BV11kDgBwEWj?t=818.2&p=2
202601,泛而不精的我被逐出了勇者队伍,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,541336,1,02:43:38.200,02:55:03.900,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=9818.2,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=10503.9
202601,死亡账号,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,543772,1,03:20:06.900,03:27:25.400,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12006.9,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12445.4
202601,死亡账号,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,543772,1,03:05:55.600,03:26:49.300,https://www.bilibili.com/video/BV1xgwazXEZj?t=11155.6,https://www.bilibili.com/video/BV1xgwazXEZj?t=12409.3
202601,死亡账号,3,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,543772,2,01:00:33.600,01:06:13.500,https://www.bilibili.com/video/BV11kDgBwEWj?t=3633.6&p=2,https://www.bilibili.com/video/BV11kDgBwEWj?t=3973.5&p=2
202601,扮演姐姐,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,621991,1,01:05:58.900,01:09:57.100,https://www.bilibili.com/video/BV1xgwazXEZj?t=3958.9,https://www.bilibili.com/video/BV1xgwazXEZj?t=4197.1
202601,异国日记,1,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,493016,1,01:55:14.500,02:21:15.400,https://www.bilibili.com/video/BV11kDgBwEWj?t=6914.5,https://www.bilibili.com/video/BV11kDgBwEWj?t=8475.4
202601,安逸领主的愉快领地防卫～以生产系魔术将无名小村打造成最强要塞都市～,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,554013,1,02:41:33.700,02:43:38.200,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=9693.7,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=9818.2
202601,地狱模式～喜欢挑战特殊成就的玩家在废设定的异世界成为无双～,1,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,526979,2,01:06:13.500,01:08:45.600,https://www.bilibili.com/video/BV11kDgBwEWj?t=3973.5&p=2,https://www.bilibili.com/video/BV11kDgBwEWj?t=4125.6&p=2
202601,地狱乐 第二季,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,443446,1,02:07:02.000,02:26:20.800,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=7622.0,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=8780.8
202601,咒术回战 死灭回游 前篇,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,472741,1,01:25:35.000,02:00:30.800,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=5135.0,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=7230.8
202601,咒术回战 死灭回游 前篇,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,472741,1,01:17:39.700,01:24:40.200,https://www.bilibili.com/video/BV1xgwazXEZj?t=4659.7,https://www.bilibili.com/video/BV1xgwazXEZj?t=5080.2
202601,咒术回战 死灭回游 前篇,3,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,472741,1,01:36:28.300,01:38:42.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=5788.3,https://www.bilibili.com/video/BV1EtAKzuEyr?t=5922.9
202601,咒术回战 死灭回游 前篇,4,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,472741,1,01:01:00.300,01:42:38.500,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=3660.3,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=6158.5
202601,和青梅竹马之间不会有恋爱喜剧,1,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,549654,1,02:57:39.600,03:03:49.300,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=10659.6,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=11029.3
202601,名侦探光之美少女！,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,611077,1,02:10:08.400,02:24:35.000,https://www.bilibili.com/video/BV1xgwazXEZj?t=7808.4,https://www.bilibili.com/video/BV1xgwazXEZj?t=8675.0
202601,名侦探光之美少女！,2,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,611077,1,02:02:05.400,02:13:55.800,https://www.bilibili.com/video/BV1zydxBCEsg?t=7325.4,https://www.bilibili.com/video/BV1zydxBCEsg?t=8035.8
202601,名侦探光之美少女！,3,,2026-08-02 09：00：00,【泛式∕录播】《全缺。》,611077,1,02:59:44.800,03:02:15.300,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=10784.8,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=10935.3
202601,名侦探光之美少女！,4,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,611077,1,04:41:55.500,04:43:48.000,https://www.bilibili.com/video/BV166bE6fEsr?t=16915.5,https://www.bilibili.com/video/BV166bE6fEsr?t=17028.0
202601,午夜的倾心旋律,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,544109,1,00:47:36.200,01:13:30.500,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2856.2,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=4410.5
202601,午夜的倾心旋律,2,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,544109,1,02:54:59.600,02:57:39.600,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=10499.6,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=10659.6
202601,午夜的倾心旋律,3,,2026-05-03 10：19：54,【泛式∕录播】同龄人：看录播。我：看直播。就很...,544109,1,03:16:17.700,03:19:31.800,https://www.bilibili.com/video/BV1ox9dBnER1?t=11777.7,https://www.bilibili.com/video/BV1ox9dBnER1?t=11971.8
202601,判处勇者刑 惩罚勇者9004队刑务纪录,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,445905,1,03:27:29.700,03:28:27.400,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12449.7,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=12507.4
202601,判处勇者刑 惩罚勇者9004队刑务纪录,2,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,445905,1,01:20:48.900,01:37:09.400,https://www.bilibili.com/video/BV11kDgBwEWj?t=4848.9,https://www.bilibili.com/video/BV11kDgBwEWj?t=5829.4
202601,【我推的孩子】 第三季,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,517057,1,00:28:15.900,00:40:32.200,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=1695.9,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2432.2
202601,【我推的孩子】 第三季,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,517057,1,01:25:15.200,01:31:37.300,https://www.bilibili.com/video/BV1xgwazXEZj?t=5115.2,https://www.bilibili.com/video/BV1xgwazXEZj?t=5497.3
202601,【我推的孩子】 第三季,3,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,517057,1,01:25:20.900,01:36:18.800,https://www.bilibili.com/video/BV1EtAKzuEyr?t=5120.9,https://www.bilibili.com/video/BV1EtAKzuEyr?t=5778.8
202601,【我推的孩子】 第三季,4,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,517057,1,01:42:38.500,02:30:42.400,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=6158.5,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=9042.4
202601,Fate／strange Fake,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,443831,1,03:53:52.900,04:29:51.300,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=14032.9,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=16191.3
202601,Fate／strange Fake,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,443831,1,03:46:51.600,04:35:30.200,https://www.bilibili.com/video/BV1xgwazXEZj?t=13611.6,https://www.bilibili.com/video/BV1xgwazXEZj?t=16530.2
202601,Fate／strange Fake,3,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,443831,1,04:38:22.100,05:01:05.300,https://www.bilibili.com/video/BV1EtAKzuEyr?t=16702.1,https://www.bilibili.com/video/BV1EtAKzuEyr?t=18065.3
202601,Fate／strange Fake,4,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,443831,1,04:18:00.300,04:50:11.300,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=15480.3,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=17411.3
202510,弹珠汽水瓶里的千岁同学,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,507634,1,00:42:31.200,00:43:02.600,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2551.2,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2582.6
202510,弹珠汽水瓶里的千岁同学,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,507634,1,00:37:25.700,00:40:19.200,https://www.bilibili.com/video/BV1xgwazXEZj?t=2245.7,https://www.bilibili.com/video/BV1xgwazXEZj?t=2419.2
202510,弹珠汽水瓶里的千岁同学,3,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,507634,1,00:29:15.300,00:44:59.200,https://www.bilibili.com/video/BV11kDgBwEWj?t=1755.3,https://www.bilibili.com/video/BV11kDgBwEWj?t=2699.2
202510,古诺希亚,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,526448,1,01:59:22.700,02:09:51.400,https://www.bilibili.com/video/BV1xgwazXEZj?t=7162.7,https://www.bilibili.com/video/BV1xgwazXEZj?t=7791.4
202510,古诺希亚,2,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,526448,1,01:57:18.900,02:08:06.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=7038.9,https://www.bilibili.com/video/BV1EtAKzuEyr?t=7686.9
202510,假面骑士ZZZ,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,545304,1,02:24:57.300,02:25:50.600,https://www.bilibili.com/video/BV1xgwazXEZj?t=8697.3,https://www.bilibili.com/video/BV1xgwazXEZj?t=8750.6
202510,假面骑士ZZZ,2,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,545304,1,00:41:10.200,00:51:30.900,https://www.bilibili.com/video/BV1LLLL6GEhC?t=2470.2,https://www.bilibili.com/video/BV1LLLL6GEhC?t=3090.9
202510,假面骑士ZZZ,3,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,545304,1,02:20:10.900,02:23:20.000,https://www.bilibili.com/video/BV166bE6fEsr?t=8410.9,https://www.bilibili.com/video/BV166bE6fEsr?t=8600.0
202507,租借女友 第四季,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,503450,1,00:54:55.500,00:56:19.500,https://www.bilibili.com/video/BV1xgwazXEZj?t=3295.5,https://www.bilibili.com/video/BV1xgwazXEZj?t=3379.5
202507,玩玩的恋爱关系,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,573423,1,00:57:48.500,00:58:38.000,https://www.bilibili.com/video/BV1xgwazXEZj?t=3468.5,https://www.bilibili.com/video/BV1xgwazXEZj?t=3518.0
202507,玩玩的恋爱关系,2,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,573423,1,00:45:03.000,00:52:31.700,https://www.bilibili.com/video/BV1EtAKzuEyr?t=2703.0,https://www.bilibili.com/video/BV1EtAKzuEyr?t=3151.7
202507,玩玩的恋爱关系,3,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,573423,1,00:59:24.800,01:04:37.700,https://www.bilibili.com/video/BV1jmEn6iEkk?t=3564.8,https://www.bilibili.com/video/BV1jmEn6iEkk?t=3877.7
202507,玩玩的恋爱关系,4,,2026-08-23 09：00：00,【泛式∕录播】认真看我妈的童年,573423,1,00:53:45.300,00:54:43.400,https://www.bilibili.com/video/BV14p8p6DEKC?t=3225.3,https://www.bilibili.com/video/BV14p8p6DEKC?t=3283.4
202504,超能立方 超凡篇,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,434811,1,02:00:31.100,02:06:29.800,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=7231.1,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=7589.8
202407,蓦然回首,1,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,480441,1,00:31:28.300,00:32:59.700,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=1888.3,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=1979.7
202407,蓦然回首,2,遮挡,2026-03-30 09：00：00,【泛式∕录播】描绘直到生命尽头,480441,1,00:01:46.100,01:11:21.000,https://www.bilibili.com/video/BV1pEXQB2E3D?t=106.1,https://www.bilibili.com/video/BV1pEXQB2E3D?t=4281.0
202304,宝可梦 地平线,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,411247,1,04:21:15.500,04:23:05.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=15675.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=15785.4
202304,13岁女演员的情书,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,405577,1,00:43:02.600,00:44:21.900,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2582.6,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2661.9
202301,我们在「解读」上犯了错误,1,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,410317,1,00:40:19.200,00:52:15.800,https://www.bilibili.com/video/BV1xgwazXEZj?t=2419.2,https://www.bilibili.com/video/BV1xgwazXEZj?t=3135.8
202301,我们在「解读」上犯了错误,2,,2026-03-29 09：00：00,【泛式∕录播】北乔咒，南慕推,410317,1,00:19:45.900,00:30:31.200,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=1185.9,https://www.bilibili.com/video/BV1JvX2B8Ezk?t=1831.2
202301,我们在「解读」上犯了错误,3,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,410317,1,00:32:35.900,00:34:56.000,https://www.bilibili.com/video/BV1B4odBhEBY?t=1955.9,https://www.bilibili.com/video/BV1B4odBhEBY?t=2096.0
202301,我们在「解读」上犯了错误,4,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,410317,1,01:04:50.000,01:05:49.100,https://www.bilibili.com/video/BV1jmEn6iEkk?t=3890.0,https://www.bilibili.com/video/BV1jmEn6iEkk?t=3949.1
202110,我当备胎女友也没关系。,1,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,350855,1,00:51:30.900,01:08:13.500,https://www.bilibili.com/video/BV1LLLL6GEhC?t=3090.9,https://www.bilibili.com/video/BV1LLLL6GEhC?t=4093.5
202104,纯爱咖啡厅～帕露菲重制版～,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,323156,1,00:46:44.500,00:47:30.800,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2804.5,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2850.8
202104,纯爱咖啡厅～帕露菲重制版～,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,323156,1,01:11:07.800,01:12:07.800,https://www.bilibili.com/video/BV1xgwazXEZj?t=4267.8,https://www.bilibili.com/video/BV1xgwazXEZj?t=4327.8
202104,纯爱咖啡厅～帕露菲重制版～,3,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,323156,1,00:34:22.400,01:06:51.900,https://www.bilibili.com/video/BV1nsGz6kEwo?t=2062.4,https://www.bilibili.com/video/BV1nsGz6kEwo?t=4011.9
201604,飞翔的魔女,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,141799,1,04:14:48.800,04:17:52.200,https://www.bilibili.com/video/BV1gajx6NERw?t=15288.8,https://www.bilibili.com/video/BV1gajx6NERw?t=15472.2
201604,迷家,1,遮挡,2026-05-19 09：00：00,【泛式∕录播】你心里很危险的东西,163046,1,00:02:31.500,04:57:17.500,https://www.bilibili.com/video/BV1QyLN6rE5A?t=151.5,https://www.bilibili.com/video/BV1QyLN6rE5A?t=17837.5
201604,迷家,2,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,163046,1,03:31:44.300,03:32:26.700,https://www.bilibili.com/video/BV1gajx6NERw?t=12704.3,https://www.bilibili.com/video/BV1gajx6NERw?t=12746.7
201604,超时空要塞Δ,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,100858,1,03:37:38.500,03:44:46.200,https://www.bilibili.com/video/BV1gajx6NERw?t=13058.5,https://www.bilibili.com/video/BV1gajx6NERw?t=13486.2
201604,至高指令,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,149959,1,03:33:34.600,03:37:38.500,https://www.bilibili.com/video/BV1gajx6NERw?t=12814.6,https://www.bilibili.com/video/BV1gajx6NERw?t=13058.5
201604,羁绊者,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,148281,1,04:10:53.300,04:12:11.800,https://www.bilibili.com/video/BV1gajx6NERw?t=15053.3,https://www.bilibili.com/video/BV1gajx6NERw?t=15131.8
201604,线上游戏的老婆不可能是女生？,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,142758,1,04:12:11.800,04:14:48.800,https://www.bilibili.com/video/BV1gajx6NERw?t=15131.8,https://www.bilibili.com/video/BV1gajx6NERw?t=15288.8
201604,百武装战记,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,133403,1,03:32:26.700,03:33:34.600,https://www.bilibili.com/video/BV1gajx6NERw?t=12746.7,https://www.bilibili.com/video/BV1gajx6NERw?t=12814.6
201604,甲铁城的卡巴内利,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,118781,1,03:16:06.100,03:31:44.300,https://www.bilibili.com/video/BV1gajx6NERw?t=11766.1,https://www.bilibili.com/video/BV1gajx6NERw?t=12704.3
201604,熊巫女,1,遮挡,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,148361,1,03:44:46.200,04:09:08.600,https://www.bilibili.com/video/BV1gajx6NERw?t=13486.2,https://www.bilibili.com/video/BV1gajx6NERw?t=14948.6
201604,文豪野犬,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,144357,1,04:09:08.600,04:10:53.300,https://www.bilibili.com/video/BV1gajx6NERw?t=14948.6,https://www.bilibili.com/video/BV1gajx6NERw?t=15053.3
201604,宇宙巡警露露子,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,168204,1,04:17:52.200,04:18:18.300,https://www.bilibili.com/video/BV1gajx6NERw?t=15472.2,https://www.bilibili.com/video/BV1gajx6NERw?t=15498.3
201604,在下坂本，有何贵干？,1,遮挡,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,165829,1,02:37:00.000,03:16:06.100,https://www.bilibili.com/video/BV1gajx6NERw?t=9420.0,https://www.bilibili.com/video/BV1gajx6NERw?t=11766.1
201604,双星之阴阳师,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,155778,1,04:18:18.300,04:19:08.700,https://www.bilibili.com/video/BV1gajx6NERw?t=15498.3,https://www.bilibili.com/video/BV1gajx6NERw?t=15548.7
201604,三者三叶,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,145908,1,04:19:08.700,04:20:00.200,https://www.bilibili.com/video/BV1gajx6NERw?t=15548.7,https://www.bilibili.com/video/BV1gajx6NERw?t=15600.2
201604,Re：从零开始的异世界生活,1,,2026-06-21 13：53：11,【泛式∕录播】回忆2016年4月，真拿你没办法~,140001,1,04:20:00.200,04:41:48.600,https://www.bilibili.com/video/BV1gajx6NERw?t=15600.2,https://www.bilibili.com/video/BV1gajx6NERw?t=16908.6
201601,粗点心战争,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,146994,1,03:24:00.900,03:33:52.200,https://www.bilibili.com/video/BV1EtAKzuEyr?t=12240.9,https://www.bilibili.com/video/BV1EtAKzuEyr?t=12832.2
201601,灰与幻想的格林姆迦尔,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,148726,1,04:20:16.100,04:35:22.500,https://www.bilibili.com/video/BV1EtAKzuEyr?t=15616.1,https://www.bilibili.com/video/BV1EtAKzuEyr?t=16522.5
201601,最弱无败神装机龙,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,133387,1,03:33:52.200,03:37:49.200,https://www.bilibili.com/video/BV1EtAKzuEyr?t=12832.2,https://www.bilibili.com/video/BV1EtAKzuEyr?t=13069.2
201601,昭和元禄落语心中,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,119394,1,03:52:19.500,03:56:06.700,https://www.bilibili.com/video/BV1EtAKzuEyr?t=13939.5,https://www.bilibili.com/video/BV1EtAKzuEyr?t=14166.7
201601,无彩限的怪灵世界,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,94040,1,03:05:35.500,03:24:00.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=11135.5,https://www.bilibili.com/video/BV1EtAKzuEyr?t=12240.9
201601,无头骑士异闻录×2 结,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,114968,1,03:37:49.200,03:52:19.500,https://www.bilibili.com/video/BV1EtAKzuEyr?t=13069.2,https://www.bilibili.com/video/BV1EtAKzuEyr?t=13939.5
201601,只有我不存在的城市,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,137722,1,04:01:49.300,04:20:04.200,https://www.bilibili.com/video/BV1EtAKzuEyr?t=14509.3,https://www.bilibili.com/video/BV1EtAKzuEyr?t=15604.2
201601,亚人,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,146093,1,03:56:06.700,04:01:49.300,https://www.bilibili.com/video/BV1EtAKzuEyr?t=14166.7,https://www.bilibili.com/video/BV1EtAKzuEyr?t=14509.3
201307,齐木楠雄的灾难,1,遮挡,2026-08-20 09：00：00,【泛式∕录播】燃来（合集）,80932,1,00:02:33.800,03:59:37.000,https://www.bilibili.com/video/BV19t8H6bEx5?t=153.8,https://www.bilibili.com/video/BV19t8H6bEx5?t=14377.0
